cpu_usage,memory_usage,disk_usage,process_count,threat
78,18,54,201,Suspicious
43,92,33,408,Suspicious
55,28,67,592,Suspicious
64,40,75,172,Normal
76,64,61,122,Suspicious
83,78,94,430,Suspicious
57,14,36,364,Suspicious
53,78,63,164,Suspicious
26,86,92,324,Suspicious
5,63,39,86,Normal
22,38,42,294,Normal
36,48,54,167,Normal
60,29,32,85,Normal
45,39,49,348,Suspicious
46,46,94,429,Suspicious
60,80,67,310,Suspicious
78,45,96,207,Suspicious
25,58,60,600,Suspicious
31,22,79,449,Suspicious
24,21,63,214,Normal
43,30,40,334,Suspicious
40,89,49,332,Suspicious
48,41,97,595,Suspicious
16,66,77,126,Normal
1,20,96,398,Suspicious
16,69,25,339,Suspicious
64,25,78,554,Suspicious
27,38,81,583,Suspicious
82,62,30,588,Suspicious
81,10,93,376,Suspicious
98,58,37,188,Suspicious
90,42,96,371,Suspicious
6,84,32,310,Suspicious
92,89,63,89,Suspicious
76,90,24,243,Suspicious
35,92,75,86,Suspicious
56,55,28,272,Normal
17,83,99,431,Suspicious
50,43,56,424,Suspicious
79,86,55,273,Suspicious
54,81,23,142,Suspicious
6,70,98,194,Normal
16,18,94,203,Normal
49,74,94,80,Normal
37,31,96,186,Normal
86,84,30,516,Suspicious
25,67,41,112,Normal
67,77,55,431,Suspicious
65,12,41,453,Suspicious
11,100,71,81,Suspicious
98,12,21,278,Suspicious
29,67,73,196,Normal
77,56,37,400,Suspicious
3,10,34,347,Suspicious
65,67,49,583,Suspicious
94,82,68,237,Suspicious
6,19,85,110,Normal
23,76,84,407,Suspicious
73,29,48,393,Suspicious
83,11,99,211,Suspicious
1,51,47,525,Suspicious
44,44,97,74,Normal
38,88,100,220,Suspicious
22,97,90,533,Suspicious
24,91,68,313,Suspicious
23,13,99,369,Suspicious
86,76,36,168,Suspicious
55,75,88,281,Normal
75,82,63,570,Suspicious
62,36,29,142,Normal
30,67,92,548,Suspicious
23,38,60,261,Normal
42,32,51,511,Suspicious
28,33,94,430,Suspicious
79,74,93,423,Suspicious
42,27,62,487,Suspicious
71,46,39,356,Suspicious
40,87,25,56,Suspicious
60,74,53,429,Suspicious
41,12,34,312,Suspicious
49,42,95,172,Normal
87,21,35,58,Suspicious
32,47,63,463,Suspicious
36,71,52,361,Suspicious
45,17,57,232,Normal
89,47,97,140,Suspicious
18,40,61,138,Normal
13,92,44,489,Suspicious
2,98,23,269,Suspicious
22,24,80,548,Suspicious
56,49,89,522,Suspicious
68,53,26,534,Suspicious
62,52,76,276,Normal
66,92,75,73,Suspicious
79,47,55,489,Suspicious
12,10,25,491,Suspicious
29,98,50,50,Suspicious
9,26,21,341,Suspicious
76,61,75,60,Suspicious
23,44,82,267,Normal
98,97,75,507,Malware
47,11,66,209,Normal
51,98,61,94,Suspicious
78,100,71,69,Suspicious
92,36,27,196,Suspicious
23,71,36,372,Suspicious
97,66,60,174,Suspicious
56,17,64,475,Suspicious
9,100,47,190,Suspicious
94,74,94,442,Suspicious
5,94,74,549,Suspicious
80,13,83,70,Suspicious
100,23,74,508,Suspicious
25,79,41,364,Suspicious
66,41,36,235,Normal
3,86,96,423,Suspicious
69,48,56,452,Suspicious
79,92,70,154,Suspicious
41,75,23,296,Normal
87,11,80,267,Suspicious
89,79,76,84,Suspicious
61,28,98,183,Normal
77,22,38,590,Suspicious
33,99,60,97,Suspicious
3,30,93,267,Normal
98,92,72,284,Suspicious
98,61,80,544,Suspicious
36,59,47,198,Normal
80,92,40,90,Suspicious
9,13,58,157,Normal
10,79,83,407,Suspicious
33,80,88,539,Suspicious
26,17,27,104,Normal
64,60,51,301,Suspicious
1,73,95,94,Normal
92,47,21,119,Suspicious
18,15,41,262,Normal
91,54,36,219,Suspicious
10,49,49,142,Normal
62,83,91,577,Suspicious
34,67,32,470,Suspicious
50,46,59,161,Normal
65,97,95,564,Suspicious
52,57,86,288,Normal
73,53,96,354,Suspicious
88,52,26,225,Suspicious
97,30,97,114,Suspicious
65,99,52,126,Suspicious
55,37,67,274,Normal
82,54,97,183,Suspicious
15,62,95,200,Normal
22,42,44,590,Suspicious
1,42,98,553,Suspicious
81,71,88,314,Suspicious
51,70,74,592,Suspicious
87,92,69,572,Suspicious
61,83,88,138,Suspicious
89,13,80,468,Suspicious
3,26,92,112,Normal
67,77,32,283,Suspicious
73,38,27,258,Normal
3,61,80,315,Suspicious
45,78,68,571,Suspicious
4,60,87,59,Normal
90,11,46,71,Suspicious
69,89,84,530,Suspicious
13,38,93,258,Normal
43,95,56,499,Suspicious
1,25,68,572,Suspicious
76,79,89,259,Suspicious
13,92,21,494,Suspicious
59,16,24,78,Normal
60,21,45,557,Suspicious
46,28,66,101,Normal
8,71,70,157,Normal
59,16,33,518,Suspicious
16,76,30,402,Suspicious
70,98,65,367,Suspicious
18,41,67,423,Suspicious
72,72,91,163,Normal
38,87,40,310,Suspicious
68,62,37,572,Suspicious
14,60,48,455,Suspicious
32,85,29,562,Suspicious
4,97,39,536,Suspicious
58,55,57,308,Suspicious
47,49,38,61,Normal
63,43,73,473,Suspicious
24,68,91,541,Suspicious
27,89,26,409,Suspicious
84,89,33,587,Suspicious
45,37,93,149,Normal
9,87,93,515,Suspicious
45,41,79,75,Normal
81,42,45,509,Suspicious
70,81,64,595,Suspicious
92,90,65,177,Suspicious
10,15,95,171,Normal
41,47,79,249,Normal
27,26,51,372,Suspicious
99,37,39,200,Suspicious
25,33,62,420,Suspicious
37,98,56,209,Suspicious
26,10,34,503,Suspicious
7,83,59,525,Suspicious
4,20,29,174,Normal
50,77,71,599,Suspicious
9,97,84,504,Suspicious
28,29,34,440,Suspicious
72,19,29,459,Suspicious
59,61,25,142,Normal
34,10,75,118,Normal
23,59,82,550,Suspicious
49,48,20,492,Suspicious
10,30,43,163,Normal
96,70,99,232,Suspicious
41,53,47,595,Suspicious
79,34,38,87,Suspicious
13,47,67,294,Normal
31,87,72,476,Suspicious
26,50,83,150,Normal
64,25,76,523,Suspicious
52,47,94,342,Suspicious
91,14,46,298,Suspicious
86,26,45,199,Suspicious
77,71,80,534,Suspicious
44,33,47,489,Suspicious
83,76,31,258,Suspicious
68,74,40,328,Suspicious
61,80,93,519,Suspicious
51,78,80,567,Suspicious
53,17,100,367,Suspicious
64,55,59,282,Normal
67,93,89,422,Suspicious
60,76,27,570,Suspicious
87,10,29,227,Suspicious
92,40,90,209,Suspicious
98,77,32,127,Suspicious
39,31,78,133,Normal
70,31,90,144,Normal
24,62,92,392,Suspicious
74,13,90,586,Suspicious
33,12,88,270,Normal
1,80,57,369,Suspicious
3,61,59,525,Suspicious
91,55,23,226,Suspicious
89,47,90,434,Suspicious
43,94,72,186,Suspicious
56,53,22,240,Normal
10,94,98,382,Suspicious
3,21,73,482,Suspicious
53,63,52,100,Normal
56,49,79,65,Normal
58,88,82,425,Suspicious
80,24,65,570,Suspicious
73,98,95,333,Suspicious
76,59,60,408,Suspicious
89,84,76,534,Suspicious
1,33,56,383,Suspicious
43,70,31,514,Suspicious
18,32,23,136,Normal
85,45,73,515,Suspicious
21,94,77,518,Suspicious
43,73,24,481,Suspicious
52,22,89,177,Normal
93,90,29,177,Suspicious
94,41,96,208,Suspicious
53,37,80,88,Normal
40,39,42,315,Suspicious
1,58,44,122,Normal
56,92,42,397,Suspicious
37,83,67,529,Suspicious
79,87,47,311,Suspicious
8,80,41,342,Suspicious
46,82,27,562,Suspicious
3,97,50,387,Suspicious
69,82,96,139,Suspicious
25,44,89,111,Normal
50,46,35,387,Suspicious
70,75,53,204,Normal
98,95,50,71,Suspicious
42,99,33,375,Suspicious
76,48,37,441,Suspicious
58,65,75,173,Normal
79,81,96,174,Suspicious
62,60,40,159,Normal
53,22,60,259,Normal
74,47,34,178,Normal
30,83,68,471,Suspicious
58,10,83,366,Suspicious
92,59,33,270,Suspicious
6,51,79,350,Suspicious
36,73,71,351,Suspicious
27,30,96,377,Suspicious
35,89,27,131,Suspicious
68,97,54,251,Suspicious
52,54,67,488,Suspicious
18,67,54,573,Suspicious
8,100,27,477,Suspicious
78,69,26,512,Suspicious
56,51,64,304,Suspicious
2,63,22,286,Normal
85,76,75,448,Suspicious
38,78,49,412,Suspicious
8,96,30,344,Suspicious
6,42,63,566,Suspicious
78,67,38,500,Suspicious
69,74,46,526,Suspicious
80,96,33,479,Suspicious
33,80,96,351,Suspicious
53,34,30,463,Suspicious
73,65,63,451,Suspicious
59,45,88,86,Normal
38,81,89,101,Suspicious
37,14,53,549,Suspicious
72,80,50,501,Suspicious
72,41,20,371,Suspicious
56,85,43,256,Suspicious
9,37,84,535,Suspicious
48,79,59,264,Suspicious
64,92,48,110,Suspicious
43,18,72,143,Normal
95,22,46,366,Suspicious
75,57,54,253,Normal
69,72,75,290,Normal
4,78,50,267,Suspicious
14,86,86,269,Suspicious
59,58,91,79,Normal
10,69,88,529,Suspicious
49,20,85,227,Normal
23,45,47,183,Normal
71,80,45,551,Suspicious
6,43,72,231,Normal
7,41,24,329,Suspicious
36,15,46,411,Suspicious
50,63,92,477,Suspicious
78,42,21,351,Suspicious
64,82,50,528,Suspicious
62,57,25,141,Normal
60,29,88,472,Suspicious
44,32,97,517,Suspicious
8,43,42,461,Suspicious
20,38,47,171,Normal
25,93,24,200,Suspicious
71,97,69,337,Suspicious
45,11,29,477,Suspicious
46,23,21,559,Suspicious
68,16,58,314,Suspicious
72,12,38,272,Normal
19,34,62,57,Normal
91,61,20,76,Suspicious
3,32,43,482,Suspicious
34,35,53,271,Normal
73,49,95,255,Normal
85,99,76,412,Suspicious
95,89,21,54,Suspicious
30,41,95,229,Normal
66,90,79,578,Suspicious
56,27,22,247,Normal
97,70,91,437,Suspicious
24,23,31,175,Normal
6,48,51,359,Suspicious
14,92,25,323,Suspicious
94,87,28,398,Suspicious
32,42,99,261,Normal
42,79,61,126,Suspicious
16,23,56,551,Suspicious
31,95,83,600,Suspicious
31,69,87,478,Suspicious
96,11,83,353,Suspicious
84,45,68,235,Suspicious
80,77,98,490,Suspicious
99,20,80,284,Suspicious
95,64,44,291,Suspicious
100,22,80,297,Suspicious
83,69,42,331,Suspicious
92,42,50,65,Suspicious
5,83,76,172,Suspicious
92,83,44,246,Suspicious
59,84,52,319,Suspicious
42,14,78,350,Suspicious
67,76,68,536,Suspicious
98,92,82,83,Suspicious
80,27,57,230,Suspicious
69,86,67,304,Suspicious
22,27,29,496,Suspicious
52,77,45,261,Suspicious
46,44,81,309,Suspicious
39,44,98,290,Normal
78,68,84,462,Suspicious
46,84,56,549,Suspicious
57,60,44,580,Suspicious
57,91,67,363,Suspicious
93,29,66,251,Suspicious
28,16,75,306,Suspicious
11,57,79,511,Suspicious
36,84,96,93,Suspicious
5,63,70,70,Normal
69,12,29,147,Normal
62,67,78,456,Suspicious
70,93,34,293,Suspicious
72,53,30,352,Suspicious
66,64,23,291,Normal
100,11,95,55,Suspicious
12,85,76,320,Suspicious
59,91,23,81,Suspicious
59,57,93,510,Suspicious
99,46,28,137,Suspicious
53,33,77,443,Suspicious
52,13,32,323,Suspicious
14,68,47,133,Normal
66,45,21,382,Suspicious
99,34,52,533,Suspicious
50,29,50,361,Suspicious
3,62,78,572,Suspicious
18,69,58,131,Normal
52,53,57,416,Suspicious
3,12,79,95,Normal
5,45,92,121,Normal
46,22,85,465,Suspicious
10,97,62,297,Suspicious
98,55,95,396,Suspicious
43,82,44,462,Suspicious
86,39,81,277,Suspicious
47,86,34,351,Suspicious
93,53,37,416,Suspicious
79,74,47,75,Suspicious
60,83,90,541,Suspicious
8,53,23,97,Normal
88,18,50,310,Suspicious
35,89,45,527,Suspicious
87,21,29,194,Suspicious
69,61,21,503,Suspicious
84,30,30,250,Suspicious
43,20,85,278,Normal
54,40,60,185,Normal
3,19,89,171,Normal
46,10,88,522,Suspicious
9,60,45,414,Suspicious
4,83,26,170,Suspicious
48,58,76,230,Normal
42,62,64,535,Suspicious
6,47,84,256,Normal
8,15,63,50,Normal
30,16,81,97,Normal
9,99,96,366,Suspicious
91,12,77,208,Suspicious
67,45,68,432,Suspicious
18,23,75,372,Suspicious
44,51,65,357,Suspicious
22,57,55,493,Suspicious
77,52,21,73,Suspicious
9,45,76,215,Normal
19,48,42,337,Suspicious
18,89,90,270,Suspicious
14,31,76,289,Normal
20,43,85,131,Normal
62,15,32,81,Normal
38,44,31,460,Suspicious
75,33,48,375,Suspicious
28,88,100,346,Suspicious
95,82,66,412,Suspicious
32,82,94,482,Suspicious
30,89,35,420,Suspicious
6,42,54,555,Suspicious
41,44,43,266,Normal
82,94,59,508,Suspicious
55,84,98,450,Suspicious
64,19,57,422,Suspicious
36,98,82,434,Suspicious
54,47,90,357,Suspicious
99,30,31,178,Suspicious
100,22,35,387,Suspicious
37,83,68,288,Suspicious
39,88,58,512,Suspicious
94,28,32,300,Suspicious
55,87,90,153,Suspicious
16,15,78,52,Normal
16,79,83,311,Suspicious
17,62,91,449,Suspicious
2,33,87,331,Suspicious
79,97,72,339,Suspicious
79,75,72,255,Suspicious
12,70,87,268,Normal
46,27,51,229,Normal
49,31,22,80,Normal
15,75,58,370,Suspicious
1,96,62,373,Suspicious
6,62,84,131,Normal
33,38,20,84,Normal
95,37,59,79,Suspicious
90,62,34,191,Suspicious
6,90,38,318,Suspicious
90,14,70,514,Suspicious
74,69,28,279,Normal
13,69,62,462,Suspicious
98,67,56,56,Suspicious
38,97,46,596,Suspicious
71,55,46,128,Normal
59,27,88,298,Normal
37,29,97,218,Normal
95,29,37,95,Suspicious
30,97,90,325,Suspicious
65,97,89,238,Suspicious
43,69,50,451,Suspicious
21,32,47,63,Normal
28,54,35,563,Suspicious
51,83,85,245,Suspicious
54,21,45,369,Suspicious
40,65,43,219,Normal
67,49,26,534,Suspicious
32,84,24,361,Suspicious
49,93,30,560,Suspicious
29,67,55,297,Normal
98,82,73,463,Suspicious
47,62,25,281,Normal
99,60,63,565,Suspicious
82,42,31,297,Suspicious
44,85,48,388,Suspicious
29,56,64,181,Normal
70,14,80,92,Normal
100,43,20,230,Suspicious
28,54,100,248,Normal
31,31,59,140,Normal
70,50,56,426,Suspicious
91,94,63,532,Malware
89,35,52,332,Suspicious
72,41,34,74,Normal
96,30,60,97,Suspicious
7,97,67,366,Suspicious
53,35,79,572,Suspicious
67,18,82,199,Normal
48,71,77,310,Suspicious
25,32,36,120,Normal
93,68,46,463,Suspicious
65,88,36,433,Suspicious
18,61,87,204,Normal
3,72,32,546,Suspicious
14,13,43,74,Normal
72,40,26,204,Normal
28,39,75,74,Normal
61,36,93,176,Normal
67,12,90,334,Suspicious
90,50,99,300,Suspicious
47,88,31,549,Suspicious
38,91,47,298,Suspicious
95,78,38,456,Suspicious
81,28,70,446,Suspicious
39,85,29,84,Suspicious
10,60,51,419,Suspicious
25,89,52,96,Suspicious
59,72,68,133,Normal
70,69,43,382,Suspicious
49,25,42,414,Suspicious
13,13,42,211,Normal
58,40,56,525,Suspicious
69,81,50,469,Suspicious
72,97,41,562,Suspicious
55,46,57,472,Suspicious
59,51,85,547,Suspicious
87,79,73,388,Suspicious
73,89,72,595,Suspicious
65,31,82,146,Normal
67,13,74,54,Normal
64,75,39,192,Normal
99,87,53,77,Suspicious
13,40,56,449,Suspicious
26,60,71,198,Normal
81,73,82,187,Suspicious
98,51,75,149,Suspicious
9,21,82,420,Suspicious
5,87,54,145,Suspicious
69,61,72,143,Normal
39,41,80,382,Suspicious
39,14,61,200,Normal
49,62,65,501,Suspicious
48,81,99,505,Suspicious
3,34,51,353,Suspicious
59,44,78,165,Normal
44,61,42,563,Suspicious
84,34,39,275,Suspicious
2,80,61,542,Suspicious
27,83,65,540,Suspicious
55,37,86,277,Normal
8,49,37,453,Suspicious
84,63,43,440,Suspicious
64,33,59,263,Normal
40,50,26,444,Suspicious
84,55,46,408,Suspicious
65,32,65,475,Suspicious
17,23,85,461,Suspicious
76,62,81,348,Suspicious
1,86,45,315,Suspicious
14,70,66,560,Suspicious
22,73,44,455,Suspicious
82,37,30,237,Suspicious
68,52,58,412,Suspicious
43,94,95,85,Suspicious
54,42,53,504,Suspicious
76,86,26,94,Suspicious
80,82,52,471,Suspicious
94,65,87,331,Suspicious
51,60,37,401,Suspicious
87,76,42,69,Suspicious
42,39,73,524,Suspicious
40,77,76,56,Suspicious
20,97,59,488,Suspicious
71,88,90,398,Suspicious
94,57,50,113,Suspicious
93,53,28,561,Suspicious
7,99,62,297,Suspicious
57,54,20,352,Suspicious
70,31,32,543,Suspicious
81,43,23,363,Suspicious
47,43,27,216,Normal
23,83,65,95,Suspicious
88,95,77,393,Suspicious
60,18,46,150,Normal
23,60,23,275,Normal
52,94,46,535,Suspicious
37,62,22,492,Suspicious
63,90,83,175,Suspicious
29,33,54,222,Normal
51,76,50,244,Suspicious
32,86,97,205,Suspicious
73,53,75,201,Normal
95,69,34,445,Suspicious
22,76,38,127,Suspicious
95,74,89,245,Suspicious
39,25,88,241,Normal
56,71,84,307,Suspicious
54,59,63,64,Normal
16,92,34,148,Suspicious
75,61,87,519,Suspicious
6,44,64,521,Suspicious
45,48,56,531,Suspicious
46,41,97,375,Suspicious
82,80,31,266,Suspicious
54,56,74,566,Suspicious
92,60,80,59,Suspicious
46,10,69,228,Normal
1,93,68,108,Suspicious
49,98,84,87,Suspicious
31,51,50,138,Normal
78,74,24,98,Suspicious
76,83,58,577,Suspicious
67,14,91,340,Suspicious
64,37,33,394,Suspicious
97,61,38,292,Suspicious
2,99,46,456,Suspicious
94,42,91,76,Suspicious
55,18,73,80,Normal
24,92,24,449,Suspicious
63,43,99,68,Normal
21,12,64,551,Suspicious
71,25,85,178,Normal
78,31,79,65,Suspicious
6,19,64,314,Suspicious
22,57,31,500,Suspicious
86,26,90,240,Suspicious
41,45,73,172,Normal
4,25,74,281,Normal
56,100,40,524,Suspicious
48,77,92,164,Suspicious
60,81,21,323,Suspicious
81,83,38,510,Suspicious
66,92,54,416,Suspicious
55,65,20,372,Suspicious
45,78,73,562,Suspicious
6,85,38,448,Suspicious
21,57,40,61,Normal
46,32,84,216,Normal
73,63,27,171,Normal
76,51,81,574,Suspicious
9,92,97,132,Suspicious
5,44,88,384,Suspicious
18,28,37,538,Suspicious
80,30,42,63,Suspicious
95,61,30,503,Suspicious
18,24,95,485,Suspicious
36,54,96,78,Normal
25,30,81,556,Suspicious
46,56,91,60,Normal
86,39,84,161,Suspicious
88,42,57,263,Suspicious
15,32,64,216,Normal
81,28,38,153,Suspicious
12,73,56,483,Suspicious
87,95,65,172,Suspicious
27,56,21,232,Normal
51,27,55,445,Suspicious
62,51,21,341,Suspicious
90,84,58,354,Suspicious
24,77,51,91,Suspicious
38,34,59,205,Normal
79,22,73,191,Suspicious
77,28,74,520,Suspicious
14,55,45,416,Suspicious
66,76,57,399,Suspicious
62,59,62,565,Suspicious
15,63,68,240,Normal
28,88,23,303,Suspicious
62,78,58,322,Suspicious
64,29,67,411,Suspicious
99,35,64,296,Suspicious
39,28,34,330,Suspicious
71,86,48,69,Suspicious
91,30,76,529,Suspicious
25,59,92,60,Normal
87,68,73,573,Suspicious
85,83,78,491,Suspicious
71,64,86,116,Normal
24,66,98,104,Normal
45,64,83,352,Suspicious
25,61,45,247,Normal
48,96,34,512,Suspicious
92,24,36,221,Suspicious
37,22,63,552,Suspicious
79,50,85,516,Suspicious
38,13,37,569,Suspicious
84,68,83,461,Suspicious
27,21,61,508,Suspicious
10,64,26,318,Suspicious
69,19,68,264,Normal
10,57,86,563,Suspicious
58,37,23,168,Normal
34,15,68,518,Suspicious
18,47,56,397,Suspicious
93,85,29,323,Suspicious
28,77,87,492,Suspicious
53,61,75,126,Normal
87,99,53,208,Suspicious
24,33,63,317,Suspicious
84,99,62,141,Suspicious
98,23,83,522,Suspicious
45,83,80,167,Suspicious
17,67,66,115,Normal
93,96,42,390,Suspicious
94,70,42,249,Suspicious
47,80,81,555,Suspicious
30,31,60,390,Suspicious
31,50,96,208,Normal
41,45,34,262,Normal
23,59,98,425,Suspicious
88,73,88,265,Suspicious
37,29,49,166,Normal
31,61,24,263,Normal
60,59,88,288,Normal
23,39,48,96,Normal
92,74,79,108,Suspicious
57,38,43,474,Suspicious
44,81,66,586,Suspicious
8,13,47,174,Normal
90,54,86,561,Suspicious
91,58,69,275,Suspicious
28,23,58,55,Normal
81,58,24,54,Suspicious
89,10,67,460,Suspicious
70,88,43,344,Suspicious
92,48,29,422,Suspicious
26,69,59,474,Suspicious
62,57,20,427,Suspicious
85,77,38,153,Suspicious
25,93,21,290,Suspicious
70,28,67,408,Suspicious
36,53,61,66,Normal
44,29,28,102,Normal
67,45,23,367,Suspicious
39,79,23,115,Suspicious
1,69,41,336,Suspicious
57,80,64,531,Suspicious
37,33,49,142,Normal
58,41,22,327,Suspicious
25,32,42,126,Normal
20,92,42,437,Suspicious
24,97,93,228,Suspicious
55,59,37,66,Normal
19,37,84,597,Suspicious
52,47,26,197,Normal
96,42,68,566,Suspicious
46,64,57,170,Normal
53,100,85,575,Suspicious
40,64,93,405,Suspicious
7,18,46,237,Normal
66,72,76,86,Normal
17,81,72,261,Suspicious
2,20,56,110,Normal
20,63,75,179,Normal
51,20,39,74,Normal
84,97,86,329,Suspicious
43,52,87,348,Suspicious
55,90,23,251,Suspicious
73,41,49,378,Suspicious
91,70,45,540,Suspicious
41,66,84,95,Normal
63,53,52,509,Suspicious
52,73,71,54,Normal
96,31,42,103,Suspicious
6,18,47,545,Suspicious
13,80,23,341,Suspicious
66,87,67,521,Suspicious
11,61,100,355,Suspicious
79,92,89,236,Suspicious
5,98,87,309,Suspicious
89,13,97,99,Suspicious
59,33,25,66,Normal
55,29,67,419,Suspicious
87,42,45,564,Suspicious
14,95,61,570,Suspicious
87,98,67,570,Suspicious
47,18,94,420,Suspicious
74,18,25,516,Suspicious
25,64,100,296,Normal
83,38,40,107,Suspicious
100,47,37,353,Suspicious
91,56,76,364,Suspicious
47,26,78,498,Suspicious
25,16,56,117,Normal
2,77,27,299,Suspicious
48,93,45,240,Suspicious
46,71,63,388,Suspicious
82,80,49,542,Suspicious
28,66,36,58,Normal
69,18,70,200,Normal
41,52,99,113,Normal
83,65,91,251,Suspicious
24,28,52,288,Normal
42,91,51,318,Suspicious
89,85,56,413,Suspicious
95,36,99,250,Suspicious
6,62,27,102,Normal
49,90,94,237,Suspicious
94,42,98,561,Suspicious
99,39,100,347,Suspicious
88,68,56,360,Suspicious
61,86,70,125,Suspicious
20,61,98,411,Suspicious
73,37,50,504,Suspicious
63,42,59,111,Normal
85,89,41,250,Suspicious
5,86,43,363,Suspicious
10,82,48,298,Suspicious
91,46,32,90,Suspicious
90,37,41,118,Suspicious
44,84,94,526,Suspicious
41,32,30,565,Suspicious
76,33,69,344,Suspicious
53,28,92,135,Normal
7,19,24,484,Suspicious
40,21,80,363,Suspicious
28,30,72,108,Normal
94,53,45,201,Suspicious
82,19,71,426,Suspicious
16,92,38,444,Suspicious
9,42,79,331,Suspicious
26,19,87,317,Suspicious
76,66,43,168,Suspicious
82,75,71,408,Suspicious
84,20,34,440,Suspicious
41,17,72,125,Normal
10,34,73,334,Suspicious
12,82,59,422,Suspicious
21,50,44,132,Normal
48,62,82,316,Suspicious
53,84,66,442,Suspicious
70,78,83,80,Suspicious
38,21,64,428,Suspicious
47,98,89,437,Suspicious
100,73,65,465,Suspicious
30,69,88,82,Normal
30,59,22,302,Suspicious
3,66,93,93,Normal
24,49,91,82,Normal
42,57,40,404,Suspicious
17,53,23,90,Normal
28,84,28,110,Suspicious
79,14,53,376,Suspicious
12,55,51,207,Normal
65,90,50,238,Suspicious
75,28,81,88,Normal
95,92,36,409,Suspicious
82,63,67,375,Suspicious
60,93,27,248,Suspicious
59,89,70,528,Suspicious
12,13,32,78,Normal
55,63,41,149,Normal
76,53,72,563,Suspicious
73,30,69,240,Normal
100,65,92,164,Suspicious
69,36,55,293,Normal
91,24,57,93,Suspicious
36,69,85,129,Normal
46,31,49,511,Suspicious
53,62,79,109,Normal
60,22,64,595,Suspicious
95,20,44,457,Suspicious
75,19,97,60,Normal
1,35,76,304,Suspicious
20,89,41,232,Suspicious
91,27,70,342,Suspicious
41,48,94,482,Suspicious
1,18,94,558,Suspicious
62,15,79,186,Normal
11,54,58,540,Suspicious
18,75,26,55,Normal
47,51,68,166,Normal
48,30,97,245,Normal
76,31,53,423,Suspicious
50,60,65,224,Normal
16,76,93,548,Suspicious
6,91,98,58,Suspicious
65,84,45,428,Suspicious
53,42,96,583,Suspicious
100,68,56,515,Suspicious
94,63,80,492,Suspicious
78,97,92,230,Suspicious
78,73,81,55,Suspicious
8,16,81,72,Normal
65,22,69,427,Suspicious
32,95,48,201,Suspicious
36,14,78,578,Suspicious
29,50,49,175,Normal
9,15,67,339,Suspicious
27,90,54,464,Suspicious
31,53,26,167,Normal
3,11,54,205,Normal
6,29,61,439,Suspicious
6,42,24,525,Suspicious
57,87,40,394,Suspicious
31,23,89,394,Suspicious
81,27,100,109,Suspicious
73,51,38,589,Suspicious
7,62,45,527,Suspicious
28,28,58,108,Normal
7,39,47,74,Normal
86,93,73,74,Suspicious
87,84,93,100,Suspicious
